campaign_id,sku_id,date,spend,impressions,clicks,conversions,cpc,ctr,conv_rate
CAM_37527,SKU_SHOES_9083792752856,2025-11-29,1625.88,2913,138,3,11.78,4.74,2.17
CAM_50344,SKU_SHOES_9083792752856,2025-12-28,388.07,541,26,2,14.93,4.81,7.69
CAM_50344,SKU_SHOES_9083792752856,2025-12-27,383.46,535,26,2,14.75,4.86,7.69
CAM_50344,SKU_SHOES_9083792752856,2025-12-26,313.99,438,21,2,14.95,4.79,9.52
CAM_50344,SKU_SHOES_9083792752856,2025-12-25,321.26,448,22,2,14.6,4.91,9.09
CAM_50344,SKU_SHOES_9083792752856,2025-12-24,486.79,679,33,3,14.75,4.86,9.09
CAM_50344,SKU_SHOES_9083792752856,2025-12-23,345.66,482,23,2,15.03,4.77,8.7
CAM_50344,SKU_SHOES_9083792752856,2025-12-22,342.24,477,23,2,14.88,4.82,8.7
CAM_50344,SKU_SHOES_9083792752856,2025-12-21,515.0,718,35,3,14.71,4.87,8.57
CAM_50344,SKU_SHOES_9083792752856,2025-12-20,413.1,576,28,2,14.75,4.86,7.14
CAM_50344,SKU_SHOES_9083792752856,2025-12-19,457.15,637,31,3,14.75,4.87,9.68
CAM_50344,SKU_SHOES_9083792752856,2025-12-18,343.77,479,23,2,14.95,4.8,8.7
CAM_50344,SKU_SHOES_9083792752856,2025-12-17,305.85,426,21,2,14.56,4.93,9.52
CAM_50344,SKU_SHOES_9083792752856,2025-12-16,481.35,671,33,3,14.59,4.92,9.09
CAM_50344,SKU_SHOES_9083792752856,2025-12-15,328.68,458,22,2,14.94,4.8,9.09
CAM_50344,SKU_SHOES_9083792752856,2025-12-14,498.0,694,34,3,14.65,4.9,8.82
CAM_50344,SKU_SHOES_9083792752856,2025-12-13,281.09,392,19,1,14.79,4.85,5.26
CAM_50344,SKU_SHOES_9083792752856,2025-12-12,315.33,440,21,2,15.02,4.77,9.52
CAM_50344,SKU_SHOES_9083792752856,2025-12-11,407.37,568,27,2,15.09,4.75,7.41
CAM_50344,SKU_SHOES_9083792752856,2025-12-10,353.3,493,24,2,14.72,4.87,8.33
CAM_50344,SKU_SHOES_9083792752856,2025-12-09,368.14,513,25,2,14.73,4.87,8.0
CAM_50344,SKU_SHOES_9083792752856,2025-12-08,307.83,429,21,2,14.66,4.9,9.52
CAM_50344,SKU_SHOES_9083792752856,2025-12-07,433.74,605,29,2,14.96,4.79,6.9
CAM_50344,SKU_SHOES_9083792752856,2025-12-06,363.62,507,24,2,15.15,4.73,8.33
CAM_50344,SKU_SHOES_9083792752856,2025-12-05,328.13,457,22,2,14.92,4.81,9.09
CAM_50344,SKU_SHOES_9083792752856,2025-12-04,433.76,605,29,2,14.96,4.79,6.9
CAM_50344,SKU_SHOES_9083792752856,2025-12-03,434.42,606,29,2,14.98,4.79,6.9
CAM_50344,SKU_SHOES_9083792752856,2025-12-02,333.74,465,22,2,15.17,4.73,9.09
CAM_50344,SKU_SHOES_9083792752856,2025-12-01,397.78,555,27,2,14.73,4.86,7.41
CAM_50344,SKU_SHOES_9083792752856,2025-11-30,438.23,611,30,2,14.61,4.91,6.67
CAM_50344,SKU_SHOES_9083792752856,2025-11-29,463.11,646,31,3,14.94,4.8,9.68
CAM_88031,SKU_SHOES_9083792752856,2025-12-28,342.24,7603,81,1,4.23,1.07,1.23
CAM_88031,SKU_SHOES_9083792752856,2025-12-27,240.51,5343,57,1,4.22,1.07,1.75
CAM_88031,SKU_SHOES_9083792752856,2025-12-26,265.91,5908,63,1,4.22,1.07,1.59
CAM_88031,SKU_SHOES_9083792752856,2025-12-25,324.45,7208,76,1,4.27,1.05,1.32
CAM_88031,SKU_SHOES_9083792752856,2025-12-24,314.79,6993,74,1,4.25,1.06,1.35
CAM_88031,SKU_SHOES_9083792752856,2025-12-23,330.36,7340,78,1,4.24,1.06,1.28
CAM_88031,SKU_SHOES_9083792752856,2025-12-22,226.02,5021,53,1,4.26,1.06,1.89
CAM_88031,SKU_SHOES_9083792752856,2025-12-21,338.01,7509,80,1,4.23,1.07,1.25
CAM_88031,SKU_SHOES_9083792752856,2025-12-20,353.95,7864,83,1,4.26,1.06,1.2
CAM_88031,SKU_SHOES_9083792752856,2025-12-19,325.01,7221,77,1,4.22,1.07,1.3
CAM_88031,SKU_SHOES_9083792752856,2025-12-18,227.56,5056,53,1,4.29,1.05,1.89
CAM_88031,SKU_SHOES_9083792752856,2025-12-17,343.97,7642,81,1,4.25,1.06,1.23
CAM_88031,SKU_SHOES_9083792752856,2025-12-16,252.69,5614,59,1,4.28,1.05,1.69
CAM_88031,SKU_SHOES_9083792752856,2025-12-15,347.53,7721,82,1,4.24,1.06,1.22
CAM_88031,SKU_SHOES_9083792752856,2025-12-14,383.01,8509,90,2,4.26,1.06,2.22
CAM_88031,SKU_SHOES_9083792752856,2025-12-13,227.76,5060,53,1,4.3,1.05,1.89
CAM_88031,SKU_SHOES_9083792752856,2025-12-12,348.97,7753,82,1,4.26,1.06,1.22
CAM_88031,SKU_SHOES_9083792752856,2025-12-11,284.05,6311,67,1,4.24,1.06,1.49
CAM_88031,SKU_SHOES_9083792752856,2025-12-10,296.19,6580,70,1,4.23,1.06,1.43
CAM_88031,SKU_SHOES_9083792752856,2025-12-09,278.06,6177,65,1,4.28,1.05,1.54
CAM_88031,SKU_SHOES_9083792752856,2025-12-08,198.29,4405,47,1,4.22,1.07,2.13
CAM_88031,SKU_SHOES_9083792752856,2025-12-07,201.26,4471,47,1,4.28,1.05,2.13
CAM_88031,SKU_SHOES_9083792752856,2025-12-06,308.06,6844,73,1,4.22,1.07,1.37
CAM_88031,SKU_SHOES_9083792752856,2025-12-05,251.17,5580,59,1,4.26,1.06,1.69
CAM_88031,SKU_SHOES_9083792752856,2025-12-04,353.23,7848,83,1,4.26,1.06,1.2
CAM_88031,SKU_SHOES_9083792752856,2025-12-03,259.73,5770,61,1,4.26,1.06,1.64
CAM_88031,SKU_SHOES_9083792752856,2025-12-02,307.53,6832,72,1,4.27,1.05,1.39
CAM_88031,SKU_SHOES_9083792752856,2025-12-01,210.85,4684,49,1,4.3,1.05,2.04
CAM_88031,SKU_SHOES_9083792752856,2025-11-30,205.59,4567,48,1,4.28,1.05,2.08
CAM_88031,SKU_SHOES_9083792752856,2025-11-29,325.83,7239,77,1,4.23,1.06,1.3
CAM_80561,SKU_SHOES_9083792785624,2025-12-28,778.87,5597,165,1,4.72,2.95,0.61
CAM_80561,SKU_SHOES_9083792785624,2025-12-27,614.67,4417,130,1,4.73,2.94,0.77
CAM_80561,SKU_SHOES_9083792785624,2025-12-26,624.88,4491,132,1,4.73,2.94,0.76
CAM_80561,SKU_SHOES_9083792785624,2025-12-25,455.64,3274,96,1,4.75,2.93,1.04
CAM_80561,SKU_SHOES_9083792785624,2025-12-24,605.32,4350,128,1,4.73,2.94,0.78
CAM_80561,SKU_SHOES_9083792785624,2025-12-23,722.18,5190,153,1,4.72,2.95,0.65
CAM_80561,SKU_SHOES_9083792785624,2025-12-22,476.82,3426,101,1,4.72,2.95,0.99
CAM_80561,SKU_SHOES_9083792785624,2025-12-21,677.88,4872,143,1,4.74,2.94,0.7
CAM_80561,SKU_SHOES_9083792785624,2025-12-20,626.14,4500,132,1,4.74,2.93,0.76
CAM_80561,SKU_SHOES_9083792785624,2025-12-19,806.75,5798,171,1,4.72,2.95,0.58
CAM_80561,SKU_SHOES_9083792785624,2025-12-18,688.46,4948,146,1,4.72,2.95,0.68
CAM_80561,SKU_SHOES_9083792785624,2025-12-17,810.77,5827,171,1,4.74,2.93,0.58
CAM_80561,SKU_SHOES_9083792785624,2025-12-16,578.96,4161,122,1,4.75,2.93,0.82
CAM_80561,SKU_SHOES_9083792785624,2025-12-15,625.7,4497,132,1,4.74,2.94,0.76
CAM_80561,SKU_SHOES_9083792785624,2025-12-14,975.58,7011,206,2,4.74,2.94,0.97
CAM_80561,SKU_SHOES_9083792785624,2025-12-13,584.99,4204,124,1,4.72,2.95,0.81
CAM_80561,SKU_SHOES_9083792785624,2025-12-12,696.86,5008,147,1,4.74,2.94,0.68
CAM_80561,SKU_SHOES_9083792785624,2025-12-11,495.23,3559,105,1,4.72,2.95,0.95
CAM_80561,SKU_SHOES_9083792785624,2025-12-10,692.53,4977,146,1,4.74,2.93,0.68
CAM_80561,SKU_SHOES_9083792785624,2025-12-09,619.23,4450,131,1,4.73,2.94,0.76
CAM_80561,SKU_SHOES_9083792785624,2025-12-08,580.24,4170,123,1,4.72,2.95,0.81
CAM_80561,SKU_SHOES_9083792785624,2025-12-07,748.23,5377,158,1,4.74,2.94,0.63
CAM_80561,SKU_SHOES_9083792785624,2025-12-06,635.22,4565,134,1,4.74,2.94,0.75
CAM_80561,SKU_SHOES_9083792785624,2025-12-05,779.07,5599,165,1,4.72,2.95,0.61
CAM_80561,SKU_SHOES_9083792785624,2025-12-04,788.33,5665,167,1,4.72,2.95,0.6
CAM_80561,SKU_SHOES_9083792785624,2025-12-03,809.35,5816,171,1,4.73,2.94,0.58
CAM_80561,SKU_SHOES_9083792785624,2025-12-02,557.97,4010,118,1,4.73,2.94,0.85
CAM_80561,SKU_SHOES_9083792785624,2025-12-01,610.12,4385,129,1,4.73,2.94,0.78
CAM_80561,SKU_SHOES_9083792785624,2025-11-30,569.74,4094,120,1,4.75,2.93,0.83
CAM_80561,SKU_SHOES_9083792785624,2025-11-29,697.96,5016,148,1,4.72,2.95,0.68
CAM_63511,SKU_SHOES_9083792785624,2025-12-28,474.37,846,45,2,10.54,5.32,4.44
CAM_63511,SKU_SHOES_9083792785624,2025-12-27,370.8,661,35,1,10.59,5.3,2.86
CAM_63511,SKU_SHOES_9083792785624,2025-12-26,373.3,665,35,1,10.67,5.26,2.86
CAM_63511,SKU_SHOES_9083792785624,2025-12-25,435.36,776,41,2,10.62,5.28,4.88
CAM_63511,SKU_SHOES_9083792785624,2025-12-24,317.16,565,30,1,10.57,5.31,3.33
CAM_63511,SKU_SHOES_9083792785624,2025-12-23,334.95,597,32,1,10.47,5.36,3.12
CAM_63511,SKU_SHOES_9083792785624,2025-12-22,374.83,668,35,1,10.71,5.24,2.86
CAM_63511,SKU_SHOES_9083792785624,2025-12-21,298.21,531,28,1,10.65,5.27,3.57
CAM_63511,SKU_SHOES_9083792785624,2025-12-20,344.31,614,33,1,10.43,5.37,3.03
CAM_63511,SKU_SHOES_9083792785624,2025-12-19,454.56,810,43,2,10.57,5.31,4.65
CAM_63511,SKU_SHOES_9083792785624,2025-12-18,369.61,659,35,1,10.56,5.31,2.86
CAM_63511,SKU_SHOES_9083792785624,2025-12-17,338.98,604,32,1,10.59,5.3,3.12
CAM_63511,SKU_SHOES_9083792785624,2025-12-16,404.46,721,38,1,10.64,5.27,2.63
CAM_63511,SKU_SHOES_9083792785624,2025-12-15,469.39,837,45,2,10.43,5.38,4.44
CAM_63511,SKU_SHOES_9083792785624,2025-12-14,456.06,813,43,2,10.61,5.29,4.65
CAM_63511,SKU_SHOES_9083792785624,2025-12-13,453.0,807,43,2,10.53,5.33,4.65
CAM_63511,SKU_SHOES_9083792785624,2025-12-12,477.34,851,45,2,10.61,5.29,4.44
CAM_63511,SKU_SHOES_9083792785624,2025-12-11,307.35,548,29,1,10.6,5.29,3.45
CAM_63511,SKU_SHOES_9083792785624,2025-12-10,408.39,728,39,1,10.47,5.36,2.56
CAM_63511,SKU_SHOES_9083792785624,2025-12-09,294.91,525,28,1,10.53,5.33,3.57
CAM_63511,SKU_SHOES_9083792785624,2025-12-08,304.05,542,29,1,10.48,5.35,3.45
CAM_63511,SKU_SHOES_9083792785624,2025-12-07,444.15,792,42,2,10.57,5.3,4.76
CAM_63511,SKU_SHOES_9083792785624,2025-12-06,512.0,913,49,2,10.45,5.37,4.08
CAM_63511,SKU_SHOES_9083792785624,2025-12-05,417.35,744,40,2,10.43,5.38,5.0
CAM_63511,SKU_SHOES_9083792785624,2025-12-04,383.2,683,36,1,10.64,5.27,2.78
CAM_63511,SKU_SHOES_9083792785624,2025-12-03,427.37,762,41,2,10.42,5.38,4.88
CAM_63511,SKU_SHOES_9083792785624,2025-12-02,361.23,644,34,1,10.62,5.28,2.94
CAM_63511,SKU_SHOES_9083792785624,2025-12-01,438.48,782,42,2,10.44,5.37,4.76
CAM_63511,SKU_SHOES_9083792785624,2025-11-30,416.42,742,39,2,10.68,5.26,5.13
CAM_63511,SKU_SHOES_9083792785624,2025-11-29,397.91,709,38,1,10.47,5.36,2.63
CAM_66945,SKU_SHOES_9083792654552,2025-12-28,195.4,776,28,1,6.98,3.61,3.57
CAM_66945,SKU_SHOES_9083792654552,2025-12-27,186.22,739,27,1,6.9,3.65,3.7
CAM_66945,SKU_SHOES_9083792654552,2025-12-26,181.63,721,26,1,6.99,3.61,3.85
CAM_66945,SKU_SHOES_9083792654552,2025-12-25,225.97,897,33,1,6.85,3.68,3.03
CAM_66945,SKU_SHOES_9083792654552,2025-12-24,142.47,565,20,0,7.12,3.54,0.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-23,188.92,750,27,1,7.0,3.6,3.7
CAM_66945,SKU_SHOES_9083792654552,2025-12-22,157.02,623,23,0,6.83,3.69,0.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-21,261.45,1038,38,1,6.88,3.66,2.63
CAM_66945,SKU_SHOES_9083792654552,2025-12-20,184.82,734,27,1,6.85,3.68,3.7
CAM_66945,SKU_SHOES_9083792654552,2025-12-19,258.16,1025,37,1,6.98,3.61,2.7
CAM_66945,SKU_SHOES_9083792654552,2025-12-18,178.07,707,26,1,6.85,3.68,3.85
CAM_66945,SKU_SHOES_9083792654552,2025-12-17,160.4,637,23,0,6.97,3.61,0.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-16,220.67,876,32,1,6.9,3.65,3.12
CAM_66945,SKU_SHOES_9083792654552,2025-12-15,244.73,972,35,1,6.99,3.6,2.86
CAM_66945,SKU_SHOES_9083792654552,2025-12-14,253.13,1005,37,1,6.84,3.68,2.7
CAM_66945,SKU_SHOES_9083792654552,2025-12-13,171.73,682,25,1,6.87,3.67,4.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-12,150.59,598,22,0,6.84,3.68,0.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-11,143.68,570,21,0,6.84,3.68,0.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-10,215.87,857,31,1,6.96,3.62,3.23
CAM_66945,SKU_SHOES_9083792654552,2025-12-09,185.81,738,27,1,6.88,3.66,3.7
CAM_66945,SKU_SHOES_9083792654552,2025-12-08,252.09,1001,37,1,6.81,3.7,2.7
CAM_66945,SKU_SHOES_9083792654552,2025-12-07,173.18,687,25,1,6.93,3.64,4.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-06,158.63,630,23,0,6.9,3.65,0.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-05,204.4,811,30,1,6.81,3.7,3.33
CAM_66945,SKU_SHOES_9083792654552,2025-12-04,162.07,643,23,0,7.05,3.58,0.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-03,246.43,978,36,1,6.85,3.68,2.78
CAM_66945,SKU_SHOES_9083792654552,2025-12-02,156.99,623,23,0,6.83,3.69,0.0
CAM_66945,SKU_SHOES_9083792654552,2025-12-01,253.25,1005,37,1,6.84,3.68,2.7
CAM_66945,SKU_SHOES_9083792654552,2025-11-30,238.18,946,35,1,6.81,3.7,2.86
CAM_66945,SKU_SHOES_9083792654552,2025-11-29,262.62,1043,38,1,6.91,3.64,2.63
CAM_87134,SKU_SHOES_9083792687320,2025-12-28,749.81,6585,153,3,4.9,2.32,1.96
CAM_87134,SKU_SHOES_9083792687320,2025-12-27,639.28,5614,131,3,4.88,2.33,2.29
CAM_87134,SKU_SHOES_9083792687320,2025-12-26,732.67,6434,150,3,4.88,2.33,2.0
CAM_87134,SKU_SHOES_9083792687320,2025-12-25,494.14,4339,101,2,4.89,2.33,1.98
CAM_87134,SKU_SHOES_9083792687320,2025-12-24,645.53,5669,132,3,4.89,2.33,2.27
CAM_87134,SKU_SHOES_9083792687320,2025-12-23,636.8,5592,130,2,4.9,2.32,1.54
CAM_87134,SKU_SHOES_9083792687320,2025-12-22,554.07,4865,113,2,4.9,2.32,1.77
CAM_87134,SKU_SHOES_9083792687320,2025-12-21,536.28,4709,110,2,4.88,2.34,1.82
CAM_87134,SKU_SHOES_9083792687320,2025-12-20,738.0,6481,151,3,4.89,2.33,1.99
CAM_87134,SKU_SHOES_9083792687320,2025-12-19,544.26,4779,111,2,4.9,2.32,1.8
CAM_87134,SKU_SHOES_9083792687320,2025-12-18,673.0,5910,138,3,4.88,2.34,2.17
CAM_87134,SKU_SHOES_9083792687320,2025-12-17,516.32,4534,105,2,4.92,2.32,1.9
CAM_87134,SKU_SHOES_9083792687320,2025-12-16,545.04,4786,111,2,4.91,2.32,1.8
CAM_87134,SKU_SHOES_9083792687320,2025-12-15,538.18,4726,110,2,4.89,2.33,1.82
CAM_87134,SKU_SHOES_9083792687320,2025-12-14,716.67,6293,147,3,4.88,2.34,2.04
CAM_87134,SKU_SHOES_9083792687320,2025-12-13,558.07,4901,114,2,4.9,2.33,1.75
CAM_87134,SKU_SHOES_9083792687320,2025-12-12,611.71,5372,125,2,4.89,2.33,1.6
CAM_87134,SKU_SHOES_9083792687320,2025-12-11,446.02,3917,91,2,4.9,2.32,2.2
CAM_87134,SKU_SHOES_9083792687320,2025-12-10,554.3,4867,113,2,4.91,2.32,1.77
CAM_87134,SKU_SHOES_9083792687320,2025-12-09,510.89,4486,104,2,4.91,2.32,1.92
CAM_87134,SKU_SHOES_9083792687320,2025-12-08,443.51,3894,90,2,4.93,2.31,2.22
CAM_87134,SKU_SHOES_9083792687320,2025-12-07,578.71,5082,118,2,4.9,2.32,1.69
CAM_87134,SKU_SHOES_9083792687320,2025-12-06,710.41,6238,145,3,4.9,2.32,2.07
CAM_87134,SKU_SHOES_9083792687320,2025-12-05,590.0,5181,121,2,4.88,2.34,1.65
CAM_87134,SKU_SHOES_9083792687320,2025-12-04,568.1,4989,116,2,4.9,2.33,1.72
CAM_87134,SKU_SHOES_9083792687320,2025-12-03,605.9,5321,124,2,4.89,2.33,1.61
CAM_87134,SKU_SHOES_9083792687320,2025-12-02,711.28,6246,145,3,4.91,2.32,2.07
CAM_87134,SKU_SHOES_9083792687320,2025-12-01,546.85,4802,112,2,4.88,2.33,1.79
CAM_87134,SKU_SHOES_9083792687320,2025-11-30,824.34,7239,169,3,4.88,2.33,1.78
CAM_87134,SKU_SHOES_9083792687320,2025-11-29,587.0,5155,120,2,4.89,2.33,1.67
